threshold,acc,precision,recall,tpr,f1,fpr,fnr,TN,FP,FN,TP
0.3290000,0.9800750,0.9818417530946805,0.9782416666666667,0.9782416666666667,0.9800384037401905,0.018091666666666666,0.021758333333333334,471316,8684,10444,469556
0.3310000,0.9800833333333333,0.9819307344821817,0.9781666666666666,0.9781666666666666,0.9800450864156299,0.0180000,0.021833333333333333,471360,8640,10480,469520
0.3330000,0.9801188,0.9820691213200072,0.9780958333333334,0.9780958333333334,0.9800785,0.017858333333333334,0.021904166666666666,471428,8572,10514,469486
0.3350000,0.9801250,0.9821298566539192,0.9780458333333333,0.9780458333333333,0.9800835904651755,0.017795833333333334,0.021954166666666667,471458,8542,10538,469462
0.3370000,0.9801395833333333,0.9822070460432437,0.9779958333333333,0.9779958333333333,0.9800969160972166,0.017716666666666665,0.0220042,471496,8504,10562,469438
0.3390000,0.9801291666666667,0.9822591445551184,0.9779208333333334,0.9779208333333334,0.9800851881237734,0.0176625,0.022079166666666667,471522,8478,10598,469402
0.3410000,0.9801500,0.9823729352767336,0.9778458333333333,0.9778458333333333,0.9801042,0.017545833333333333,0.022154166666666666,471578,8422,10634,469366
0.3430000,0.9801625,0.9824824363816015,0.9777583333333333,0.9777583333333333,0.9801146924063269,0.017433333333333332,0.022241666666666667,471632,8368,10676,469324
0.34500000000000003,0.9801666666666666,0.9825512742134046,0.9776958333333333,0.9776958333333333,0.9801175404227945,0.0173625,0.022304166666666667,471666,8334,10706,469294
0.34700000000000003,0.9801666666666666,0.9826361549930478,0.9776083333333333,0.9776083333333333,0.9801157962453945,0.0172750,0.022391666666666667,471708,8292,10748,469252
0.34900000000000003,0.9801666666666666,0.9827089337175793,0.9775333333333334,0.9775333333333334,0.9801143,0.0172000,0.022466666666666666,471744,8256,10784,469216
0.35100000000000003,0.9801645833333333,0.9827654823695996,0.9774708333333333,0.9774708333333333,0.9801110073594078,0.017141666666666666,0.022529166666666666,471772,8228,10814,469186
0.3530000,0.9801750,0.9828548443863442,0.9774000,0.9774000,0.9801198325352855,0.0170500,0.0226000,471816,8184,10848,469152
0.3550000,0.9801750,0.9829357828922004,0.9773166666666666,0.9773166666666666,0.9801181711057437,0.016966666666666668,0.022683333333333333,471856,8144,10888,469112
0.3570000,0.9801479166666667,0.9829834318981018,0.9772125,0.9772125,0.9800894709679037,0.016916666666666667,0.0227875,471880,8120,10938,469062
0.3590000,0.9801438,0.9830926279162387,0.9770916666666667,0.9770916666666667,0.9800829615388633,0.016804166666666665,0.022908333333333333,471934,8066,10996,469004
0.3610000,0.9801333333333333,0.9831489882684422,0.9770125,0.9770125,0.9800711386786262,0.016745833333333335,0.0229875,471962,8038,11034,468966
0.3630000,0.9801375,0.9832301731078905,0.9769375,0.9769375,0.9800737359550562,0.0166625,0.0230625,472002,7998,11070,468930
0.3650000,0.9801500,0.9833076097168165,0.9768833333333333,0.9768833333333333,0.9800849441508929,0.016583333333333332,0.023116666666666667,472040,7960,11096,468904
